hash_code,create_time,update_time,is_active,entity,field,value,transaction_id,deposit_id,currency,deposit_date,amount,adjustments_fee_amount,adjustments_gross_amount,charges_fee_amount,charges_gross_amount,refunds_fee_amount,refunds_gross_amount,reserved_funds_fee_amount,reserved_funds_gross_amount,retried_deposits_fee_amount,retried_deposits_gross_aamount,sales_fee_amount,sales_gross_amount,fees,gross,net
4a52ce02891f34cc724412acce9db3d3,,,Y,,,,0105433700038-0101-50000A-60,d7cc30c7-252b-4cc3-b2d8-8822455fcba9,USD,2029-11-04,32,,,,,,,,,,,0.6400000000000000133226762955018784850835800170898437500000,,0.6400000000000000133226762955018784850835800170898437500000,,
32d6e117ec19ddb38a27e8f25ae7aa65,,,Y,,,,0105433700038-0101-50000A-59,aa35447b-aeb8-4021-953b-443c35c68896,USD,2029-10-04,32,,,,,,,,,,,0.6400000000000000133226762955018784850835800170898437500000,,0.6400000000000000133226762955018784850835800170898437500000,,
57d0c305ab8b68e26d7aa0545bf4fd86,,,Y,,,,0105433700038-0101-50000A-58,fa2ada3e-7109-442d-a3bd-74f7a01557ec,USD,2029-09-04,32,,,,,,,,,,,0.6400000000000000133226762955018784850835800170898437500000,,0.6400000000000000133226762955018784850835800170898437500000,,
79d914177cdc7d7553d654c8d9b18aa4,,,Y,,,,0105433700038-0101-50000A-57,1c7612d0-ed74-4248-821a-4578bfcb3650,USD,2029-08-04,32,,,,,,,,,,,0.6400000000000000133226762955018784850835800170898437500000,,0.6400000000000000133226762955018784850835800170898437500000,,
76fafa23511a554c4d7ddbc4ca46a9da,,,Y,,,,0105433700038-0101-50000A-56,dbce602e-8fe1-455a-91b0-07caebeeb749,USD,2029-07-04,32,,,,,,,,,,,0.6400000000000000133226762955018784850835800170898437500000,,0.6400000000000000133226762955018784850835800170898437500000,,
dda1e7e726301cd07a9d1a8510f8c5e2,,,Y,,,,0105433700038-0101-50000A-55,7a68fbe7-cfd7-4a27-b6ea-9ec2c763aae2,USD,2029-06-04,32,,,,,,,,,,,0.6400000000000000133226762955018784850835800170898437500000,,0.6400000000000000133226762955018784850835800170898437500000,,
7d4d6d7cde839fac0d4503345f7b36d0,,,Y,,,,0105433700038-0101-50000A-54,35a339bd-df5f-4165-8c2d-731581a26032,USD,2029-05-04,32,,,,,,,,,,,0.6400000000000000133226762955018784850835800170898437500000,,0.6400000000000000133226762955018784850835800170898437500000,,
878f334df09d38c405a90f448b58afae,,,Y,,,,0105433700038-0101-50000A-53,4f46ac07-f0eb-4e17-b227-6c432504e1f6,USD,2029-04-04,32,,,,,,,,,,,0.6400000000000000133226762955018784850835800170898437500000,,0.6400000000000000133226762955018784850835800170898437500000,,
d8192aa1fc9d17213ea38ded08cbfd7e,,,Y,,,,0105433700038-0101-50000A-52,36481c6a-878a-4005-831e-d09f6fae47be,USD,2029-03-04,32,,,,,,,,,,,0.6400000000000000133226762955018784850835800170898437500000,,0.6400000000000000133226762955018784850835800170898437500000,,
45aa61c507c29ec95e6623f7c688c437,,,Y,,,,0105433700038-0101-50000A-51,a7efb86d-97ff-4eb0-8d77-27f162199ab4,USD,2029-02-04,32,,,,,,,,,,,0.6400000000000000133226762955018784850835800170898437500000,,0.6400000000000000133226762955018784850835800170898437500000,,
1dcc44a181eb78aedb64bf692f3a2cf7,,,Y,,,,0105433700038-0101-50000A-50,47f74a54-b59a-4706-b529-7c2b023d9a62,USD,2029-01-04,32,,,,,,,,,,,0.6400000000000000133226762955018784850835800170898437500000,,0.6400000000000000133226762955018784850835800170898437500000,,
59acbad85825c0384c8d8326ea5365e0,,,Y,,,,0105433700038-0101-50000A-49,a640f5f4-7996-4044-b5df-b470dfe7ca91,USD,2028-12-04,32,,,,,,,,,,,0.6400000000000000133226762955018784850835800170898437500000,,0.6400000000000000133226762955018784850835800170898437500000,,
afd126f9d332562f6c4ce9df8db0dddf,,,Y,,,,0105433700038-0101-50000A-48,a1339ba6-701c-47f2-83f4-ef118524648b,USD,2028-11-04,32,,,,,,,,,,,0.6400000000000000133226762955018784850835800170898437500000,,0.6400000000000000133226762955018784850835800170898437500000,,
fce9416131bae1b5b445b6e3e0054f1b,,,Y,,,,0105433700038-0101-50000A-47,0367bd4c-d989-4634-a8cd-af0a910a5f76,USD,2028-10-04,32,,,,,,,,,,,0.6400000000000000133226762955018784850835800170898437500000,,0.6400000000000000133226762955018784850835800170898437500000,,
47fc49e7390e9107fab73cdac00e9ce2,,,Y,,,,0105433700038-0101-50000A-46,6ac43f2c-6318-4c06-a176-d4836cac07a1,USD,2028-09-04,32,,,,,,,,,,,0.6400000000000000133226762955018784850835800170898437500000,,0.6400000000000000133226762955018784850835800170898437500000,,
62a430cc8cc0ba886fb5adab35f59816,,,Y,,,,0105433700038-0101-50000A-45,ab6843da-c5b1-4b46-9c31-9159f71a748f,USD,2028-08-04,32,,,,,,,,,,,0.6400000000000000133226762955018784850835800170898437500000,,0.6400000000000000133226762955018784850835800170898437500000,,
a127f56c8fe6d6ae47f0924dd3b2d120,,,Y,,,,0105433700038-0101-50000A-44,a1488fc0-dbc2-47c7-a1f6-a62e28d8faaa,USD,2028-07-04,32,,,,,,,,,,,0.6400000000000000133226762955018784850835800170898437500000,,0.6400000000000000133226762955018784850835800170898437500000,,
581c68d3304e1a2d84751a595eeec94b,,,Y,,,,0105433700038-0101-50000A-43,a896598b-1de4-44bc-80cb-7bd983d50d9f,USD,2028-06-04,32,,,,,,,,,,,0.6400000000000000133226762955018784850835800170898437500000,,0.6400000000000000133226762955018784850835800170898437500000,,
9c1235f93d31d199cb768cb923f06b25,,,Y,,,,0105433700038-0101-50000A-42,55a01a28-c46b-47f2-8e76-9c01513f7bf3,USD,2028-05-04,32,,,,,,,,,,,0.6400000000000000133226762955018784850835800170898437500000,,0.6400000000000000133226762955018784850835800170898437500000,,
3a75743de5ccecbb5de3bf6a2cd4dacc,,,Y,,,,0105433700038-0101-50000A-41,5f0a0eb5-c2f8-4273-a015-bc88ba324190,USD,2028-04-04,32,,,,,,,,,,,0.6400000000000000133226762955018784850835800170898437500000,,0.6400000000000000133226762955018784850835800170898437500000,,
ab8ba3ee0acac31383baa17ad5ea5d8c,,,Y,,,,0105433700038-0101-50000A-40,55f1f889-d0d9-4b51-bf30-48329e0cbe94,USD,2028-03-04,32,,,,,,,,,,,0.6400000000000000133226762955018784850835800170898437500000,,0.6400000000000000133226762955018784850835800170898437500000,,
