id,charge_item_id,charge_item_type,quantity,subtotal_price,item_price,discount_price,prepaid_amount,promotions,currency,is_tax_exempt,create_time,update_time,service_charge_id,material_id
1abVoDfLcyY,1abVoDfLcyY,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-01-31 09:58:20.848783,2025-01-31 09:58:20.856306,1abVoDfLcyX,
1abYAYLyRzS,1abYAYLyRzS,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-01-31 10:31:22.532963,2025-01-31 10:31:22.540023,1abYAYLyRzR,
1afpwmaSht3,1afpwmaSht3,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-03 00:30:34.533562,2025-02-03 00:30:34.541847,1afpwmaSht2,
1afpxEyHlHp,1afpxEyHlHp,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-03 00:30:40.765359,2025-02-03 00:30:40.791678,1afpxEyHlHo,
1afpxQz7Cej,1afpxQz7Cej,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-03 00:30:43.389004,2025-02-03 00:30:43.392883,1afpxQz7Cei,
1afpxbTCZH8,1afpxbTCZH8,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-03 00:30:45.678587,2025-02-03 00:30:45.682774,1afpxbTCZH7,
1afpxlDkCoY,1afpxlDkCoY,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-03 00:30:47.799803,2025-02-03 00:30:47.802984,1afpxlDkCoX,
1afpy2RNWbO,1afpy2RNWbO,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-03 00:30:51.555842,2025-02-03 00:30:51.559115,1afpy2RNWbN,
1afpyHBNtk3,1afpyHBNtk3,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-03 00:30:54.774586,2025-02-03 00:30:54.777915,1afpyHBNtk2,
1afpyQRYSY4,1afpyQRYSY4,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-03 00:30:56.819319,2025-02-03 00:30:56.823242,1afpyQRYSY3,
1afpyZ66GyK,1afpyZ66GyK,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-03 00:30:58.692805,2025-02-03 00:30:58.695722,1afpyZ66GyJ,
1afpyhcdNDg,1afpyhcdNDg,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-03 00:31:00.530205,2025-02-03 00:31:00.533300,1afpyhcdNDf,
1afpyuErvN5,1afpyuErvN5,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-03 00:31:03.322071,2025-02-03 00:31:03.325825,1afpyuErvN4,
1afpz1HmXCJ,1afpz1HmXCJ,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-03 00:31:04.848015,2025-02-03 00:31:04.850714,1afpz1HmXCI,
1afpz9lPggw,1afpz9lPggw,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-03 00:31:06.707064,2025-02-03 00:31:06.710759,1afpz9lPggv,
1afpzPRxNE9,1afpzPRxNE9,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-03 00:31:10.135779,2025-02-03 00:31:10.140631,1afpzPRxNE8,
1afpzfcB2tg,1afpzfcB2tg,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-03 00:31:13.636347,2025-02-03 00:31:13.639884,1afpzfcB2tf,
1afpzsqnOEm,1afpzsqnOEm,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-03 00:31:16.552273,2025-02-03 00:31:16.555149,1afpzsqnOEl,
1afq05nFP0L,1afq05nFP0L,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-03 00:31:19.383029,2025-02-03 00:31:19.386207,1afq05nFP0K,
1afq0I3kj3L,1afq0I3kj3L,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-03 00:31:22.089894,2025-02-03 00:31:22.094577,1afq0I3kj3K,
1afq0T9FCNz,1afq0T9FCNz,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-03 00:31:24.474625,2025-02-03 00:31:24.477642,1afq0T9FCNy,
1afq0jsNWHK,1afq0jsNWHK,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-03 00:31:28.137034,2025-02-03 00:31:28.142219,1afq0jsNWHJ,
1afq0xXAuzF,1afq0xXAuzF,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-03 00:31:31.120263,2025-02-03 00:31:31.122885,1afq0xXAuzE,
1afq1D16LUe,1afq1D16LUe,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-03 00:31:34.506221,2025-02-03 00:31:34.510760,1afq1D0okMZ,
1afq1U51LJR,1afq1U51LJR,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-03 00:31:38.200626,2025-02-03 00:31:38.203565,1afq1U51LJQ,
1afq1jBEMtz,1afq1jBEMtz,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-03 00:31:41.527692,2025-02-03 00:31:41.530751,1afq1jBEMty,
1afq1wRClH5,1afq1wRClH5,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-03 00:31:44.397979,2025-02-03 00:31:44.400805,1afq1wRClH4,
1afq26HUKy6,1afq26HUKy6,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-03 00:31:46.547375,2025-02-03 00:31:46.551000,1afq26HUKy5,
1afq2HW3xP2,1afq2HW3xP2,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-03 00:31:49.029866,2025-02-03 00:31:49.032960,1afq2HW3xP1,
1afq2SMZeOb,1afq2SMZeOb,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-03 00:31:51.362326,2025-02-03 00:31:51.370382,1afq2SMZeOa,
1afq2cIFaVm,1afq2cIFaVm,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-03 00:31:53.565540,2025-02-03 00:31:53.568225,1afq2cIFaVl,
1afq2li8T7T,1afq2li8T7T,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-03 00:31:55.608585,2025-02-03 00:31:55.611480,1afq2li8T7S,
1afq2y6oDeI,1afq2y6oDeI,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-03 00:31:58.323324,2025-02-03 00:31:58.326268,1afq2y6oDeH,
1afq39mZOhc,1afq39mZOhc,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-03 00:32:00.878923,2025-02-03 00:32:00.882323,1afq39mZOhb,
1afq3Jn8TxT,1afq3Jn8TxT,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-03 00:32:03.041281,2025-02-03 00:32:03.043954,1afq3Jn8TxS,
1afq3TX6vJx,1afq3TX6vJx,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-03 00:32:05.197128,2025-02-03 00:32:05.200172,1afq3TX6vJw,
1afq3gR4VbL,1afq3gR4VbL,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-03 00:32:08.007010,2025-02-03 00:32:08.009492,1afq3gR4VbK,
1afq3p8tbJG,1afq3p8tbJG,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-03 00:32:09.902490,2025-02-03 00:32:09.905065,1afq3p8tbJF,
1afy0Eg2bwN,1afy0Eg2bwN,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-03 02:23:18.236634,2025-02-03 02:23:18.240274,1afy0Eg2bwM,
1ag1hovo2p7,1ag1hovo2p7,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-03 03:15:07.325401,2025-02-03 03:15:07.328581,1ag1hovo2p6,
1ag567L4NGM,1ag567L4NGM,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-03 04:02:35.215306,2025-02-03 04:02:35.218646,1ag567L4NGL,
1ag5e95Fqcp,1ag5e95Fqcp,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-03 04:10:16.029951,2025-02-03 04:10:16.032748,1ag5e95Fqco,
1agHIQ7RE4G,1agHIQ7RE4G,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-03 06:53:17.259984,2025-02-03 06:53:17.263140,1agHIQ7RE4F,
1agHh0QAZ1a,1agHh0QAZ1a,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-03 06:58:50.205618,2025-02-03 06:58:50.208774,1agHh0QAZ1Z,
1agHxvf2phz,1agHxvf2phz,TERMINATION_PENALTY,1,1145.69,1145.69,0.00,0.00,[],USD,false,2025-02-03 07:02:39.363221,2025-02-03 07:02:39.367339,1agHxvf2phy,
1agHxvf2pi0,1agHxvf2pi0,DISMANTILING_FEE,1,150.00,150.00,0.00,0.00,[],USD,false,2025-02-03 07:02:39.363757,2025-02-03 07:02:39.367375,1agHxvf2phy,
1agHxvf2pi1,1agHxvf2pi1,LOSS_FEE,1,270.00,270.00,0.00,0.00,[],USD,false,2025-02-03 07:02:39.364231,2025-02-03 07:02:39.367461,1agHxvf2phy,
1agIbeLf0iG,1agIbeLf0iG,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-03 07:11:37.307680,2025-02-03 07:11:37.310575,1agIbeLf0iF,
1agTrcbz84h,1agTrcbz84h,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-03 09:49:09.367945,2025-02-03 09:49:09.371497,1agTrcbz84g,
1ahUEsEOiL3,1ahUEsEOiL3,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-04 00:22:00.614830,2025-02-04 00:22:00.656579,1ahUEsEOiL2,
1ahUldJhwn8,1ahUldJhwn8,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-04 00:29:24.274245,2025-02-04 00:29:24.278668,1ahUldJhwn7,
1ahUm0y7UMT,1ahUm0y7UMT,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-04 00:29:29.417648,2025-02-04 00:29:29.469140,1ahUm0y7UMS,
1ahUmFKFmxH,1ahUmFKFmxH,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-04 00:29:32.536391,2025-02-04 00:29:32.540351,1ahUmFKFmxG,
1ahUmPVXgIb,1ahUmPVXgIb,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-04 00:29:34.795996,2025-02-04 00:29:34.799597,1ahUmPVXgIa,
1ahUmX5umdb,1ahUmX5umdb,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-04 00:29:36.426547,2025-02-04 00:29:36.432467,1ahUmX5umda,
1ahUmfJgZgG,1ahUmfJgZgG,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-04 00:29:38.223890,2025-02-04 00:29:38.229017,1ahUmfJgZgF,
1ahUmm2wvBp,1ahUmm2wvBp,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-04 00:29:39.695003,2025-02-04 00:29:39.699495,1ahUmm2wvBo,
1ahUmuNsEov,1ahUmuNsEov,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-04 00:29:41.549340,2025-02-04 00:29:41.552874,1ahUmuNsEou,
1ahUn1BvzmM,1ahUn1BvzmM,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-04 00:29:43.000009,2025-02-04 00:29:43.002574,1ahUn1BvzmL,
1ahUn7NAF9e,1ahUn7NAF9e,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-04 00:29:44.389729,2025-02-04 00:29:44.395088,1ahUn7NAF9d,
1ahUnKRqchi,1ahUnKRqchi,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-04 00:29:47.227287,2025-02-04 00:29:47.231246,1ahUnKRqchh,
1ahUnSJTieR,1ahUnSJTieR,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-04 00:29:48.973074,2025-02-04 00:29:48.978874,1ahUnSJTieQ,
1ahUnZzmc9X,1ahUnZzmc9X,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-04 00:29:50.607931,2025-02-04 00:29:50.612689,1ahUnZzmc9W,
1ahUngdOkWu,1ahUngdOkWu,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-04 00:29:52.100760,2025-02-04 00:29:52.104441,1ahUngdOkWt,
1ahUnnZPH7n,1ahUnnZPH7n,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-04 00:29:53.574318,2025-02-04 00:29:53.579123,1ahUnnZPH7m,
1ahUo2L90GK,1ahUo2L90GK,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-04 00:29:56.803551,2025-02-04 00:29:56.806534,1ahUo2L90GJ,
1ahUoGV6Jcf,1ahUoGV6Jcf,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-04 00:29:59.889083,2025-02-04 00:29:59.892437,1ahUoGV6Jce,
1ahUoN4y7Sm,1ahUoN4y7Sm,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-04 00:30:01.349647,2025-02-04 00:30:01.352797,1ahUoN4y7Sl,
1ahUoSEs3Md,1ahUoSEs3Md,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-04 00:30:02.465377,2025-02-04 00:30:02.470001,1ahUoSEs3Mc,
1ahUoZ0yNvu,1ahUoZ0yNvu,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-04 00:30:03.973933,2025-02-04 00:30:03.977000,1ahUoZ0yNvt,
1ahUoei7A12,1ahUoei7A12,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-04 00:30:05.184241,2025-02-04 00:30:05.188942,1ahUoei7A11,
1ahUokvYegL,1ahUokvYegL,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-04 00:30:06.522262,2025-02-04 00:30:06.525268,1ahUokvYegK,
1ahUoq0NZ9T,1ahUoq0NZ9T,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-04 00:30:07.641078,2025-02-04 00:30:07.644564,1ahUoq0NZ9S,
1ahUp0zsgjl,1ahUp0zsgjl,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-04 00:30:10.064844,2025-02-04 00:30:10.067391,1ahUp0zsgjk,
1ahUpD9Vh7U,1ahUpD9Vh7U,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-04 00:30:12.689039,2025-02-04 00:30:12.691427,1ahUpD9Vh7T,
1ahUpMCgfJi,1ahUpMCgfJi,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-04 00:30:14.695869,2025-02-04 00:30:14.701172,1ahUpMCgfJh,
1ahUpXuF9yg,1ahUpXuF9yg,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-04 00:30:17.255456,2025-02-04 00:30:17.258283,1ahUpXuF9yf,
1ahUpheHZ45,1ahUpheHZ45,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-04 00:30:19.376130,2025-02-04 00:30:19.379685,1ahUpheHZ44,
1ahUprHToY1,1ahUprHToY1,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-04 00:30:21.469538,2025-02-04 00:30:21.472040,1ahUprHToY0,
1ahUq4EV1tX,1ahUq4EV1tX,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-04 00:30:24.294015,2025-02-04 00:30:24.297704,1ahUq4EV1tW,
1ahUqDCaywF,1ahUqDCaywF,INSTALLATION_FEE,1,0.00,0.00,0.00,0.00,[],USD,false,2025-02-04 00:30:26.279090,2025-02-04 00:30:26.281948,1ahUqDCaywE,
