id,contract_id,contract_status,last_contract_status,rental_code,order_item_id,customer_id,start_date,end_date,duration_in_months,payment_day,create_time,update_time
1awo1k3EEP0,0105504400001-0101-3XXXXA,PENDING_CONFIRMATION,PENDING_CONFIRMATION,3XXXXA,0105504400001-0101,dad3bf0884a05aaffe5f589a4eebd331,,,36,10,2025-02-13 05:52:59.044985,2025-02-13 05:53:00.181881
1awoP53QK08,0105504400002-0101-5XXXXA,PENDING_CONFIRMATION,PENDING_CONFIRMATION,5XXXXA,0105504400002-0101,dad3bf0884a05aaffe5f589a4eebd331,,,60,10,2025-02-13 05:58:15.850946,2025-02-13 05:58:16.241145
1awoP9SURAM,0105504400002-0201-5XXXXA,PENDING_CONFIRMATION,PENDING_CONFIRMATION,5XXXXA,0105504400002-0201,dad3bf0884a05aaffe5f589a4eebd331,,,60,10,2025-02-13 05:58:15.851598,2025-02-13 05:58:17.202530
1ayCCQlsu9g,0105504500001-0101-5XXXXA,PENDING_CONFIRMATION,PENDING_CONFIRMATION,5XXXXA,0105504500001-0101,629e3409a0a76feb8507252e1635c0d8,,,60,10,2025-02-14 01:58:51.695569,2025-02-14 01:58:52.113587
1awouN1oEzH,0105504400003-0201-7XXXXA,PENDING_CONFIRMATION,PENDING_CONFIRMATION,7XXXXA,0105504400003-0201,dad3bf0884a05aaffe5f589a4eebd331,,,84,10,2025-02-13 06:05:18.684789,2025-02-13 06:05:19.975482
1awouPA5Jdl,0105504400003-0301-7XXXXA,PENDING_CONFIRMATION,PENDING_CONFIRMATION,7XXXXA,0105504400003-0301,dad3bf0884a05aaffe5f589a4eebd331,,,84,10,2025-02-13 06:05:18.685347,2025-02-13 06:05:20.441485
1awqZjmt3GK,0105504400004-0101-3XXXXA,PENDING_CONFIRMATION,PENDING_CONFIRMATION,3XXXXA,0105504400004-0101,f71968c8a4c3fd5926e4c4bb321bb79b,,,36,10,2025-02-13 06:28:39.533990,2025-02-13 06:28:39.796655
1awrGd5dbvW,0105504400005-0101-3XXXXA,PENDING_CONFIRMATION,PENDING_CONFIRMATION,3XXXXA,0105504400005-0101,629e3409a0a76feb8507252e1635c0d8,,,36,10,2025-02-13 06:38:20.418043,2025-02-13 06:38:20.649500
1ayDYxyXkB7,0105504500002-0101-3XXXXA,PENDING_CONFIRMATION,PENDING_CONFIRMATION,3XXXXA,0105504500002-0101,1b0ffaca85bda96f1e77287d00c45a88,,,36,10,2025-02-14 02:17:56.768836,2025-02-14 02:17:56.913042
1ayEvgRWS7W,0105504500003-0101-3XXXXA,PENDING_CONFIRMATION,PENDING_CONFIRMATION,3XXXXA,0105504500003-0101,ae6396cf0005c9420b8b53c45d91ab18,,,36,10,2025-02-14 02:37:03.860622,2025-02-14 02:37:04.174420
1ax9mUeratw,0105504400010-0101-3XXXXA,PENDING_CONFIRMATION,PENDING_CONFIRMATION,3XXXXA,0105504400010-0101,ae6396cf0005c9420b8b53c45d91ab18,,,36,10,2025-02-13 10:57:24.916701,2025-02-13 10:57:25.290131
1ax9owDkO8Z,0105504400010-0101-3XXXXA,CONTRACT_CANCELLED,PENDING_CONFIRMATION,3XXXXA,0105504400010-0101,ae6396cf0005c9420b8b53c45d91ab18,,,36,10,2025-02-13 10:57:24.916701,2025-02-13 10:57:58.395444
1ayGMIoO7FV,0105504500004-0101-NXXXXA,PENDING_CONFIRMATION,PENDING_CONFIRMATION,NXXXXA,0105504500004-0101,e77062e77f19139ca44de13081f405ee,,,0,10,2025-02-14 02:57:04.054496,2025-02-14 02:57:04.270449
1ayGNt87tbp,0105504500004-0101-NXXXXA,CONTRACT_CANCELLED,PENDING_CONFIRMATION,NXXXXA,0105504500004-0101,e77062e77f19139ca44de13081f405ee,,,0,10,2025-02-14 02:57:04.054496,2025-02-14 02:57:25.745328
1axIs1wbcVR,0105504400011-0101-3XXXXA,PENDING_CONFIRMATION,PENDING_CONFIRMATION,3XXXXA,0105504400011-0101,3943efd99703cd94a577469fbe5983ea,,,36,10,2025-02-13 13:04:36.479206,2025-02-13 13:04:36.836438
1ayHC8Exgl5,0105504500005-0101-3XXXXA,PENDING_CONFIRMATION,PENDING_CONFIRMATION,3XXXXA,0105504500005-0101,53a5a56db097a5e4ade0602e06e2e3e5,,,36,10,2025-02-14 03:08:45.890235,2025-02-14 03:08:46.157379
1awxU4WMuLH,0105504400007-0101-3XXXXA,PENDING_CONFIRMATION,PENDING_CONFIRMATION,3XXXXA,0105504400007-0101,adad220f04af6decc68d330fc600e114,,,36,10,2025-02-13 08:05:19.370368,2025-02-13 08:05:20.409366
1ax0hVtensC,0105504400008-0101-3XXXXA,PENDING_CONFIRMATION,PENDING_CONFIRMATION,3XXXXA,0105504400008-0101,53a5a56db097a5e4ade0602e06e2e3e5,,,36,10,2025-02-13 08:50:20.909987,2025-02-13 08:50:21.286574
1awouJ7Onra,0105504400003-0101-7XXXXA,PENDING_CONFIRMATION,PENDING_CONFIRMATION,7XXXXA,0105504400003-0101,dad3bf0884a05aaffe5f589a4eebd331,,,84,10,2025-02-13 06:05:18.684309,2025-02-13 06:05:19.121177
1ayUAQmDCMF,0105504500011-0201-3XXXXA,CONTRACT_CANCELLED,PENDING_CONFIRMATION,3XXXXA,0105504500011-0201,dad3bf0884a05aaffe5f589a4eebd331,,,36,10,2025-02-14 05:58:55.732450,2025-02-14 06:10:18.160167
1ayVXCRJviX,0105504500012-0101-3XXXXA,PENDING_CONFIRMATION,PENDING_CONFIRMATION,3XXXXA,0105504500012-0101,dad3bf0884a05aaffe5f589a4eebd331,,,36,10,2025-02-14 06:29:25.933462,2025-02-14 06:29:26.118575
1ayVXFLZDLS,0105504500012-0201-3XXXXA,PENDING_CONFIRMATION,PENDING_CONFIRMATION,3XXXXA,0105504500012-0201,dad3bf0884a05aaffe5f589a4eebd331,,,36,10,2025-02-14 06:29:25.933704,2025-02-14 06:29:26.753589
