id,contract_id,contract_status,last_contract_status,rental_code,order_item_id,customer_id,start_date,end_date,duration_in_months,payment_day,create_time,update_time
d41c96b93eed,0105429600059-0101-30000A,ACTIVE,PENDING_CONFIRMATION,3XXXXA,0105429600059-0101,92b8c1ec03a1f724578a805ad4eea983,2024-10-22,2027-10-22,36,10,2024-10-22 05:56:31.529232,2024-10-22 05:56:51.435412
c658f0a18518,0105429600059-0101-30000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,3XXXXA,0105429600059-0101,92b8c1ec03a1f724578a805ad4eea983,2024-10-22,2027-10-22,36,10,2024-10-22 05:56:31.529232,2024-10-22 05:56:31.529232
1786d1d47366,0105429600060-0101-30000A,ACTIVE,PENDING_CONFIRMATION,3XXXXA,0105429600060-0101,add82a2c43fb87641687545f9b351ee1,2024-10-31,2027-10-31,36,10,2024-10-22 06:30:14.730080,2024-10-31 09:48:21.998462
968bf09ae6d3,0105429600060-0101-30000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,3XXXXA,0105429600060-0101,add82a2c43fb87641687545f9b351ee1,2024-10-31,2027-10-31,36,10,2024-10-22 06:30:14.730080,2024-10-22 06:30:14.730080
67251ef9f931,0105429600061-0101-70000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,7XXXXA,0105429600061-0101,cec51c756b0a7bba176b9b710ae59ba6,,,84,10,2024-10-22 07:07:09.459319,2024-10-22 07:07:09.459319
45d77dd885ac,0105429600062-0101-50000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,5XXXXA,0105429600062-0101,cec51c756b0a7bba176b9b710ae59ba6,,,60,10,2024-10-22 07:12:58.009287,2024-10-22 07:12:58.009287
01a8692aa1ac,0105429600062-0201-50000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,5XXXXA,0105429600062-0201,cec51c756b0a7bba176b9b710ae59ba6,,,60,10,2024-10-22 07:13:01.945818,2024-10-22 07:13:01.945818
a8ac20da001a,0105429600063-0101-30000A,ACTIVE,PENDING_CONFIRMATION,3XXXXA,0105429600063-0101,40547a52af73f53d3eb30b01c8271cbf,2024-10-31,2027-10-31,36,10,2024-10-22 07:15:24.193841,2024-10-31 09:48:14.462822
734d58b5a373,0105429600063-0101-30000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,3XXXXA,0105429600063-0101,40547a52af73f53d3eb30b01c8271cbf,2024-10-31,2027-10-31,36,10,2024-10-22 07:15:24.193841,2024-10-22 07:15:24.193841
be2ad6bb7b26,0105429600064-0101-30000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,3XXXXA,0105429600064-0101,a20690ea4ee9e5cd16ff1eb4e6c605da,,,36,10,2024-10-22 08:31:08.350248,2024-10-22 08:31:08.350248
fbffc4da2431,0105429600066-0101-30000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,3XXXXA,0105429600066-0101,cec51c756b0a7bba176b9b710ae59ba6,,,36,10,2024-10-22 08:39:41.303651,2024-10-22 08:39:41.303651
10e27f5959f1,0105429600067-0101-30000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,3XXXXA,0105429600067-0101,f53cc378c83383c386b164cdc1ac3aac,,,36,10,2024-10-22 08:46:45.788850,2024-10-22 08:46:45.788850
77b71f160392,0105429600068-0101-30000A,PENDING_CONFIRMATION,PENDING_CONFIRMATION,3XXXXA,0105429600068-0101,a42f95c7c289e5fa42095c8fb7fd6ee4,,,36,10,2024-10-22 10:03:43.998001,2024-10-22 10:03:43.998001
