id,channel_order_id,channel_id,customer_id,order_product_type,order_create_time,order_update_time,create_time,update_time,referrer_code
0105418000001,10011719562810,mall001,d95f8ed6c3d8279fd7adcbf0017c0f51,INSTALL,,,2024-06-28 08:20:13.777,2024-06-28 08:20:13.791,
0105418000002,10011719562907,mall001,4e9fb69ba988cd1582e9025ac23a47d5,INSTALL,,,2024-06-28 08:21:49.995,2024-06-28 08:21:50.008,
0105418000003,10011719562914,mall001,32d1f1f0923e3b9a7ec70f93a9a20538,INSTALL,,,2024-06-28 08:21:56.280,2024-06-28 08:21:56.281,
0105418000004,10011719562919,mall001,297851b399edbed97444aa41d0636d0c,INSTALL,,,2024-06-28 08:22:01.623,2024-06-28 08:22:01.625,
0105418000005,10011719562925,mall001,10c4845bd3de3ac47d6510f5c11aa2e8,INSTALL,,,2024-06-28 08:22:07.519,2024-06-28 08:22:07.520,
0105418000006,10011719562931,mall001,3800c0dd2e694a68a3afe64aa388d72e,INSTALL,,,2024-06-28 08:22:13.189,2024-06-28 08:22:13.191,
0105418000007,10011719562936,mall001,79dd91f328815d36c069c96730c99333,INSTALL,,,2024-06-28 08:22:18.408,2024-06-28 08:22:18.409,
0105418000008,10011719562941,mall001,1413519b97720663eda565e210dc3ac2,INSTALL,,,2024-06-28 08:22:23.801,2024-06-28 08:22:23.803,
0105418000009,10011719562946,mall001,6ee9d35e6782ecad9f87e04f4f09b6d7,INSTALL,,,2024-06-28 08:22:28.582,2024-06-28 08:22:28.583,
0105418000010,10011719562951,mall001,e2c2bf1c2ef46a2e3f0c0d46ba59b745,INSTALL,,,2024-06-28 08:22:33.655,2024-06-28 08:22:33.656,
0105418000011,10011719562956,mall001,74051bb8f56964557d386ab07064d18b,INSTALL,,,2024-06-28 08:22:38.466,2024-06-28 08:22:38.467,
0105418000012,10011719562961,mall001,65372fdb9c029b81f5ecbfe0e1a9c10c,INSTALL,,,2024-06-28 08:22:43.604,2024-06-28 08:22:43.605,
0105418000013,10011719562988,mall001,774da54957346df9ca12412c8df45555,INSTALL,,,2024-06-28 08:23:11.365,2024-06-28 08:23:11.366,
0105418000014,10011719562995,mall001,5f8269b82490bc46c0332113fa89a304,INSTALL,,,2024-06-28 08:23:17.168,2024-06-28 08:23:17.170,
0105418000015,10011719563000,mall001,a4e8094bc1ad2ebb9268220350e3db8a,INSTALL,,,2024-06-28 08:23:22.215,2024-06-28 08:23:22.216,
0105418000016,10011719563005,mall001,f89a54fb2d6be4530f341b438e24da9e,INSTALL,,,2024-06-28 08:23:27.799,2024-06-28 08:23:27.800,
0105418000017,10011719563010,mall001,bb8d9e7a7ce0cab3c7e0190c1b69ad77,INSTALL,,,2024-06-28 08:23:32.949,2024-06-28 08:23:32.950,
0105418000018,10011719563016,mall001,33ab38ba8249d88cdcc884dee76e326c,INSTALL,,,2024-06-28 08:23:38.154,2024-06-28 08:23:38.155,
0105418000019,10011719563021,mall001,3f37a87fa3c20145f0f72d1a118d8380,INSTALL,,,2024-06-28 08:23:43.220,2024-06-28 08:23:43.221,
0105418000020,10011719563026,mall001,eb5b3143403edc380e79c0a1717f2a24,INSTALL,,,2024-06-28 08:23:48.010,2024-06-28 08:23:48.011,
0105418000021,10011719563030,mall001,e72a4566535364dfcdce307f772de10e,INSTALL,,,2024-06-28 08:23:52.978,2024-06-28 08:23:52.979,
0105418000022,10011719563036,mall001,afdd9770dd703903fd6d5e1523ea26a3,INSTALL,,,2024-06-28 08:23:58.475,2024-06-28 08:23:58.476,
0105418000023,10011719563041,mall001,a8ab040bb11105ee1382e96bdaf38bfb,INSTALL,,,2024-06-28 08:24:03.851,2024-06-28 08:24:03.852,
0105418000024,10011719563046,mall001,61b395b47548c64d503477bb976d3d8e,INSTALL,,,2024-06-28 08:24:08.732,2024-06-28 08:24:08.733,
0105418000025,10011719564316,mall001,3cec543a6eacdd2480fd2244ef74f464,INSTALL,,,2024-06-28 08:45:17.099,2024-06-28 08:45:17.101,
0105418000026,10011719564392,mall001,e6c327929ce4b6f9572082b9f87eb828,INSTALL,,,2024-06-28 08:46:33.639,2024-06-28 08:46:33.640,
0105418000027,10011719564399,mall001,e48aca3840ed42dd11d49faa9fb22202,INSTALL,,,2024-06-28 08:46:39.364,2024-06-28 08:46:39.366,
0105418000028,10011719564404,mall001,ee8bb146f4b2cb1b7d496dbf5be325e2,INSTALL,,,2024-06-28 08:46:44.650,2024-06-28 08:46:44.651,
0105418000029,10011719564409,mall001,eb5146716150f15d60279712a442340b,INSTALL,,,2024-06-28 08:46:49.608,2024-06-28 08:46:49.609,
0105418000030,10011719564414,mall001,bce2bca3fbe89ffbdda82677d22f29d6,INSTALL,,,2024-06-28 08:46:54.788,2024-06-28 08:46:54.790,
0105418000031,10011719564420,mall001,9c0897e76f0c21c6e55da4809741f068,INSTALL,,,2024-06-28 08:47:00.062,2024-06-28 08:47:00.063,
0105418000032,10011719564425,mall001,c882c2cf4fa00693d72db09186b19ee6,INSTALL,,,2024-06-28 08:47:05.580,2024-06-28 08:47:05.581,
0105418000033,10011719564430,mall001,a22766aad6cc80c493ccae68869b9cd2,INSTALL,,,2024-06-28 08:47:10.555,2024-06-28 08:47:10.556,
0105418000034,10011719564436,mall001,a59082d69efdf745bd96757eca7daa9e,INSTALL,,,2024-06-28 08:47:15.841,2024-06-28 08:47:15.842,
0105418000035,10011719564441,mall001,aa90b749d0998f227b12d5b1798e3433,INSTALL,,,2024-06-28 08:47:21.180,2024-06-28 08:47:21.181,
0105418000036,10011719564446,mall001,d9535a7afbda190177311038a74e5f28,INSTALL,,,2024-06-28 08:47:26.549,2024-06-28 08:47:26.550,
0105418000037,10011719564611,mall001,5983688367552aa532d43bfb40efd597,INSTALL,,,2024-06-28 08:50:12.362,2024-06-28 08:50:12.363,
0105418000038,10011719564618,mall001,ff2eec1631f43db05278ac810f556171,INSTALL,,,2024-06-28 08:50:17.887,2024-06-28 08:50:17.889,
0105418000039,10011719564624,mall001,0e1d8a617040d3268becc0c3bdcdd600,INSTALL,,,2024-06-28 08:50:23.801,2024-06-28 08:50:23.802,
0105418000040,10011719564629,mall001,a6aca9f1871b731dd1ac3796f0aff1c4,INSTALL,,,2024-06-28 08:50:29.783,2024-06-28 08:50:29.784,
0105418000041,10011719564635,mall001,1da066edd594032d2105a0f03a0c6b74,INSTALL,,,2024-06-28 08:50:35.196,2024-06-28 08:50:35.197,
0105418000042,10011719564640,mall001,efd48444c0bd84d79af73e9fb02f28e1,INSTALL,,,2024-06-28 08:50:40.433,2024-06-28 08:50:40.435,
0105418000043,10011719564645,mall001,05f1f1f9ab54bd9a347ed3cfd4101d82,INSTALL,,,2024-06-28 08:50:45.138,2024-06-28 08:50:45.139,
0105418000044,10011719564650,mall001,f599ba8f0acdcba5657f87b572f8488d,INSTALL,,,2024-06-28 08:50:50.047,2024-06-28 08:50:50.049,
0105418000045,10011719564654,mall001,d44f774c036f1af3944f21f493abba1e,INSTALL,,,2024-06-28 08:50:54.829,2024-06-28 08:50:54.831,
0105418000046,10011719564660,mall001,d9764439a1bbbb59ddfd48552b69b486,INSTALL,,,2024-06-28 08:51:00.363,2024-06-28 08:51:00.364,
0105418000047,10011719564665,mall001,7430090baf07f53e845ab2d4f6d22faa,INSTALL,,,2024-06-28 08:51:05.257,2024-06-28 08:51:05.258,
0105418000048,10011719564670,mall001,b9afefa20b4a77623fb0e5917a6bb1c4,INSTALL,,,2024-06-28 08:51:10.247,2024-06-28 08:51:10.248,
0105418000049,100117195672288694,mall001,fe3f4397219e0a7d246dfb18af3bacbf,INSTALL,,,2024-06-28 09:33:51.086,2024-06-28 09:33:51.087,
0105418000050,100117195672375171,mall001,819ec4f96af2a5f68693c3908366f2ea,INSTALL,,,2024-06-28 09:33:57.994,2024-06-28 09:33:57.995,
0105418000051,100117195672433534,mall001,c2cb47e1c1de4615267c7e7d991b504d,INSTALL,,,2024-06-28 09:34:03.716,2024-06-28 09:34:03.717,
0105418000052,100117195672485671,mall001,bd5556e77945ab530936d600aec0cb50,INSTALL,,,2024-06-28 09:34:08.882,2024-06-28 09:34:08.883,
0105418000053,100117195672542753,mall001,9d7b522b6232d96806ea10350847f8f2,INSTALL,,,2024-06-28 09:34:14.587,2024-06-28 09:34:14.588,
0105418000054,100117195672597042,mall001,5878bfa35884f7773a5a6897463f98be,INSTALL,,,2024-06-28 09:34:20.024,2024-06-28 09:34:20.025,
0105418000055,100117195672649140,mall001,fbc2de24ccd6178483e1685dbfec7fc0,INSTALL,,,2024-06-28 09:34:25.214,2024-06-28 09:34:25.216,
0105418000056,100117195672699860,mall001,56127cdc17829294ee7d03ec1e420ee9,INSTALL,,,2024-06-28 09:34:30.299,2024-06-28 09:34:30.300,
0105418000057,100117195672752400,mall001,273ec40ff9e94669f2dce6f114f70623,INSTALL,,,2024-06-28 09:34:35.310,2024-06-28 09:34:35.311,
0105418000058,100117195672800733,mall001,63dce847c880be831b20ef29a3268b5e,INSTALL,,,2024-06-28 09:34:40.380,2024-06-28 09:34:40.380,
0105418000059,100117195672852152,mall001,94e1af44e0f1ef3d8c47d9aab547fcc3,INSTALL,,,2024-06-28 09:34:45.522,2024-06-28 09:34:45.524,
0105420400415,mall_order_35424,mall001,87924606b4131a8aceeeae8868531fbb,INSTALL,2024-07-22 10:44:08.000,2024-07-22 10:44:10.000,2024-07-22 10:57:44.431,2024-07-22 10:57:44.433,
0105420400436,mall_order_35424,mall001,87924606b4131a8aceeeae8868531fbb,INSTALL,2024-07-22 10:44:08.000,2024-07-22 10:44:10.000,2024-07-22 11:07:02.491,2024-07-22 11:07:02.497,
0105420400446,mall_order_35424,mall001,87924606b4131a8aceeeae8868531fbb,INSTALL,2024-07-22 10:44:08.000,2024-07-22 10:44:10.000,2024-07-22 11:11:10.440,2024-07-22 11:11:10.442,
0105420400457,mall_order_35430,mall001,87924606b4131a8aceeeae8868531fbb,INSTALL,2024-07-22 12:08:30.000,2024-07-22 12:08:31.000,2024-07-22 12:08:34.128,2024-07-22 12:08:34.129,
0105420500072,mall_order_35447,mall001,87924606b4131a8aceeeae8868531fbb,INSTALL,2024-07-23 04:35:39.000,2024-07-23 04:35:40.000,2024-07-23 04:35:44.724,2024-07-23 04:35:44.727,
0105420500246,mall_order_35465,mall001,a42e898b4b1425033517f5f0a42fc2a8,INSTALL,2024-07-23 07:56:02.000,2024-07-23 07:56:05.000,2024-07-23 07:56:14.965,2024-07-23 07:56:14.966,
0105420500284,100117217232665452,mall001,9c3b0068159788c7aa8c7fd416a12426,INSTALL,,,2024-07-23 08:27:47.711,2024-07-23 08:27:47.714,
0105420500286,100117217232694882,mall001,035d829930def7a1b0eb4824abaaba53,INSTALL,,,2024-07-23 08:27:49.949,2024-07-23 08:27:49.951,
0105420500288,100117217232709811,mall001,95ae6654cfd5c711cd98e1a67cb308b3,INSTALL,,,2024-07-23 08:27:51.352,2024-07-23 08:27:51.361,
0105420500290,100117217232723550,mall001,3aa168591314f2ba2e1efc9b383e902f,INSTALL,,,2024-07-23 08:27:52.732,2024-07-23 08:27:52.736,
0105420500291,100117217232732172,mall001,9f8860caf65b4a5ddd813beec4569d90,INSTALL,,,2024-07-23 08:27:53.357,2024-07-23 08:27:53.359,
0105420500295,100117217232756702,mall001,5a2e0b8dbae4057125fd8296b426c907,INSTALL,,,2024-07-23 08:27:55.795,2024-07-23 08:27:55.796,
0105420500323,mall_order_35471,mall001,210ff935da17920ca96f75ff19782baa,INSTALL,2024-07-23 09:32:36.000,2024-07-23 09:32:41.000,2024-07-23 09:32:55.404,2024-07-23 09:32:55.405,
0105420500333,mall_order_35482,mall001,210ff935da17920ca96f75ff19782baa,INSTALL,2024-07-23 10:21:15.000,2024-07-23 10:21:18.000,2024-07-23 10:21:19.430,2024-07-23 10:21:19.431,
0105420500343,mall_order_35492,mall001,3b29b89340bd6b4eb73b144218c5cdde,INSTALL,2024-07-23 11:44:59.000,2024-07-23 11:45:01.000,2024-07-23 11:45:03.980,2024-07-23 11:45:03.981,
0105420600194,mall_order_35503,mall001,d294cc633b0ebd593b0b4b1fba1e6eb4,INSTALL,2024-07-24 04:30:13.000,2024-07-24 04:30:22.000,2024-07-24 04:30:36.487,2024-07-24 04:30:36.488,
0105420600221,100117218108847312,mall001,fbad3e36dbac312a4e5176a9b8e0c3c6,INSTALL,,,2024-07-24 08:48:05.423,2024-07-24 08:48:05.426,
0105420600250,100117218110147273,mall001,9ae8adbb01972732a29b8d5db91c0be8,INSTALL,,,2024-07-24 08:50:15.196,2024-07-24 08:50:15.198,
0105420600251,100117218110155352,mall001,f6b723fb54f95901aedb989e67752a49,INSTALL,,,2024-07-24 08:50:16.000,2024-07-24 08:50:16.002,
0105420600253,100117218110172211,mall001,98f433a72a028ab7d57426807ae49c5d,INSTALL,,,2024-07-24 08:50:17.889,2024-07-24 08:50:17.891,
0105420600254,100117218110180820,mall001,1c96fb9f5cbd8bb77b6038d9a7b6fd45,INSTALL,,,2024-07-24 08:50:18.759,2024-07-24 08:50:18.760,
0105420600256,100117218110202030,mall001,dde9f2e22ceee24c8cf3729163b67a12,INSTALL,,,2024-07-24 08:50:20.683,2024-07-24 08:50:20.688,
0105420600257,100117218110211180,mall001,edb21ded8df6b85f9d324da1d99d6c98,INSTALL,,,2024-07-24 08:50:21.552,2024-07-24 08:50:21.554,
0105420600261,100117218110437814,mall001,63f3f37b59c1bc72384ed020b533627c,INSTALL,,,2024-07-24 08:50:44.430,2024-07-24 08:50:44.432,
0105420600262,100117218110448763,mall001,95df8cae00c3cc668a365b7274565cd6,INSTALL,,,2024-07-24 08:50:45.549,2024-07-24 08:50:45.550,
0105420602959,mall_order_35537,mall001,d294cc633b0ebd593b0b4b1fba1e6eb4,INSTALL,2024-07-24 10:41:54.000,2024-07-24 10:41:56.000,2024-07-24 10:42:00.457,2024-07-24 10:42:00.467,
0105420708607,100117218943591582,mall001,cb690de5a132f32bd107251113da4215,INSTALL,,,2024-07-25 07:59:19.417,2024-07-25 07:59:19.422,
0105420708648,mall_order_35576,mall001,a3852ad5e462986005cbbd52725fd83c,INSTALL,2024-07-25 09:15:08.000,2024-07-25 09:15:14.000,2024-07-25 09:16:36.041,2024-07-25 09:16:36.043,
0105420800009,mall_order_35593,mall001,fd30d36489682184a7b3f1249d4f25a8,INSTALL,2024-07-26 07:30:24.000,2024-07-26 07:30:25.000,2024-07-26 07:50:21.489,2024-07-26 07:50:21.492,
0105420800021,mall_order_35602,mall001,c268ad053e45e4922483a3f3ad71f922,INSTALL,2024-07-26 10:15:38.000,2024-07-26 10:15:40.000,2024-07-26 10:16:33.654,2024-07-26 10:16:33.656,
0105421000004,mall_order_35617,mall001,2faeb9c27616f11beb1e690959643689,INSTALL,2024-07-28 05:04:35.000,2024-07-28 05:04:37.000,2024-07-28 05:06:32.735,2024-07-28 05:06:32.740,
0105421000013,mall_order_35626,mall001,d294cc633b0ebd593b0b4b1fba1e6eb4,INSTALL,2024-07-28 08:28:45.000,2024-07-28 08:28:48.000,2024-07-28 08:30:33.535,2024-07-28 08:30:33.537,
