hash_code,issued_time,material_id,currency,movement_type,grade_type,stock_avg_unit_price,moving_avg_method,remark,create_time,update_time,is_active
bb40a6c93bd706bd3b9bbaf4c1665769,2024-10-31 23:59:59.000000 +00:00,WP_987017,USD,ENDING_INVENTORY,A,1003.0260,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.778581 +00:00,2025-01-06 08:45:58.778595 +00:00,Y
a66b138d0008b474d78d55b06edd536a,2024-10-31 23:59:59.000000 +00:00,WP_987017,USD,ENDING_INVENTORY,B,816.2111,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.778656 +00:00,2025-01-06 08:45:58.778657 +00:00,Y
2a9f43c443e55b39b38c2789c7f53bd5,2024-10-31 23:59:59.000000 +00:00,WP_999017,USD,ENDING_INVENTORY,A,513.1939,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.778674 +00:00,2025-01-06 08:45:58.778674 +00:00,Y
4a0128fef5022612d03bc3c915691467,2024-10-31 23:59:59.000000 +00:00,WP_999017,USD,ENDING_INVENTORY,B,751.4980,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.778680 +00:00,2025-01-06 08:45:58.778680 +00:00,Y
cc98662a639de55bc9b777204d777c73,2024-10-31 23:59:59.000000 +00:00,WP_999016,USD,ENDING_INVENTORY,A,747.8233,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.778688 +00:00,2025-01-06 08:45:58.778688 +00:00,Y
2f1cbb8c9dde20c9934e7a06e93516ae,2024-10-31 23:59:59.000000 +00:00,WP_999016,USD,ENDING_INVENTORY,B,527.5209,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.778693 +00:00,2025-01-06 08:45:58.778694 +00:00,Y
244bc2c6e4b265a5d898dd20f02c5831,2024-10-31 23:59:59.000000 +00:00,WP_999015,USD,ENDING_INVENTORY,A,862.0049,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.778698 +00:00,2025-01-06 08:45:58.778699 +00:00,Y
2bf34e139c3f3f72066c228f772a6204,2024-10-31 23:59:59.000000 +00:00,WP_999015,USD,ENDING_INVENTORY,B,934.6243,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.778703 +00:00,2025-01-06 08:45:58.778704 +00:00,Y
22737d48235bf3924138ae58c13002cf,2024-10-31 23:59:59.000000 +00:00,WP_999014,USD,ENDING_INVENTORY,A,555.9450,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.778708 +00:00,2025-01-06 08:45:58.778709 +00:00,Y
962c3443d2eaac4dfa5c8a3f880b43e8,2024-10-31 23:59:59.000000 +00:00,WP_999014,USD,ENDING_INVENTORY,B,476.4364,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.778713 +00:00,2025-01-06 08:45:58.778714 +00:00,Y
0a00276a9cae26e94e1da274cda56e02,2024-10-31 23:59:59.000000 +00:00,WP_999013,USD,ENDING_INVENTORY,A,896.1648,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.778719 +00:00,2025-01-06 08:45:58.778719 +00:00,Y
ae06f121f7a4decee18b813632801498,2024-10-31 23:59:59.000000 +00:00,WP_999013,USD,ENDING_INVENTORY,B,860.5603,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.778724 +00:00,2025-01-06 08:45:58.778724 +00:00,Y
930907810623b84fe5312ae64a11c48d,2024-10-31 23:59:59.000000 +00:00,WP_999012,USD,ENDING_INVENTORY,A,513.6737,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.778734 +00:00,2025-01-06 08:45:58.778735 +00:00,Y
48b6e820277c1331a55b47a4bad946c2,2024-10-31 23:59:59.000000 +00:00,WP_999012,USD,ENDING_INVENTORY,B,846.7075,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.778739 +00:00,2025-01-06 08:45:58.778740 +00:00,Y
a3cc5f93e05df25f021086988bc943dc,2024-10-31 23:59:59.000000 +00:00,WP_999011,USD,ENDING_INVENTORY,A,596.5284,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.778744 +00:00,2025-01-06 08:45:58.778745 +00:00,Y
731a90ddb499e6bde678a3e8ccc6c8df,2024-10-31 23:59:59.000000 +00:00,WP_999011,USD,ENDING_INVENTORY,B,865.4539,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.778749 +00:00,2025-01-06 08:45:58.778750 +00:00,Y
b8757ebdd1315ff79b457844c82d4f1b,2024-10-31 23:59:59.000000 +00:00,WP_987016,USD,ENDING_INVENTORY,A,816.8642,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.778754 +00:00,2025-01-06 08:45:58.778755 +00:00,Y
645500b27979146b1afecc45dff9c0e0,2024-10-31 23:59:59.000000 +00:00,WP_987016,USD,ENDING_INVENTORY,B,709.3116,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.778759 +00:00,2025-01-06 08:45:58.778759 +00:00,Y
1d42fd174d995c2d9fcc1d3a40255e94,2024-10-31 23:59:59.000000 +00:00,WP_987015,USD,ENDING_INVENTORY,A,906.6907,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.778764 +00:00,2025-01-06 08:45:58.778764 +00:00,Y
c1cf49dc229985730931ba9764534e42,2024-10-31 23:59:59.000000 +00:00,WP_987015,USD,ENDING_INVENTORY,B,1188.8869,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.778771 +00:00,2025-01-06 08:45:58.778771 +00:00,Y
86926fdf8d331abd4fa38705784374a7,2024-10-31 23:59:59.000000 +00:00,WP_987014,USD,ENDING_INVENTORY,A,948.2530,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.778776 +00:00,2025-01-06 08:45:58.778776 +00:00,Y
42235eb6805ad02bccc85888921e1647,2024-10-31 23:59:59.000000 +00:00,WP_987014,USD,ENDING_INVENTORY,B,931.3042,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.778781 +00:00,2025-01-06 08:45:58.778781 +00:00,Y
8a28672a6ea0e49e6aba45ce2d8fd885,2024-10-31 23:59:59.000000 +00:00,WP_987013,USD,ENDING_INVENTORY,A,1054.7805,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.778786 +00:00,2025-01-06 08:45:58.778787 +00:00,Y
d526cedfe7aac19357a69c918a8d8e9a,2024-10-31 23:59:59.000000 +00:00,WP_987013,USD,ENDING_INVENTORY,B,1029.5865,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.778791 +00:00,2025-01-06 08:45:58.778791 +00:00,Y
ce8fb41bf833165d259d48493024d05d,2024-10-31 23:59:59.000000 +00:00,WP_987012,USD,ENDING_INVENTORY,A,1068.9849,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.778796 +00:00,2025-01-06 08:45:58.778796 +00:00,Y
217d1e7ebc702c92bf98a59e231b4491,2024-10-31 23:59:59.000000 +00:00,WP_987012,USD,ENDING_INVENTORY,B,794.7069,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.778801 +00:00,2025-01-06 08:45:58.778801 +00:00,Y
ea250f847b803c83592588565cbab959,2024-10-31 23:59:59.000000 +00:00,WP_987011,USD,ENDING_INVENTORY,A,472.3923,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.778806 +00:00,2025-01-06 08:45:58.778809 +00:00,Y
f9046ae71fa54ef2c5490371710de0c9,2024-10-31 23:59:59.000000 +00:00,WP_987011,USD,ENDING_INVENTORY,B,708.1575,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.778819 +00:00,2025-01-06 08:45:58.778819 +00:00,Y
30f39474cfb901a4dff83ca09fd1c5e0,2024-10-31 23:59:59.000000 +00:00,WPP_3116199,USD,ENDING_INVENTORY,A,532.5877,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.778824 +00:00,2025-01-06 08:45:58.778824 +00:00,Y
2feee1aa9dacf1fb975333da5c1c7a8c,2024-10-31 23:59:59.000000 +00:00,WPP_3116199,USD,ENDING_INVENTORY,B,677.4504,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.778829 +00:00,2025-01-06 08:45:58.778829 +00:00,Y
764032dba71e3ddd53b16480c6379281,2024-10-31 23:59:59.000000 +00:00,WPP_3116198,USD,ENDING_INVENTORY,A,1138.2804,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.778834 +00:00,2025-01-06 08:45:58.778834 +00:00,Y
1f50d4ef97137eeb8edc5071fff27ebb,2024-10-31 23:59:59.000000 +00:00,WPP_3116198,USD,ENDING_INVENTORY,B,1180.9774,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.778838 +00:00,2025-01-06 08:45:58.778839 +00:00,Y
69b7bde279250bad9490367c1a71605f,2024-10-31 23:59:59.000000 +00:00,WPP_3116197,USD,ENDING_INVENTORY,A,756.0907,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.778843 +00:00,2025-01-06 08:45:58.778844 +00:00,Y
2a29dcfb7b360566b72bf2fd111c9e63,2024-10-31 23:59:59.000000 +00:00,WPP_3116197,USD,ENDING_INVENTORY,B,1059.5314,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.778848 +00:00,2025-01-06 08:45:58.778848 +00:00,Y
bbe9728c2411d7f0670fdd944c04baf5,2024-10-31 23:59:59.000000 +00:00,WPP_3116196,USD,ENDING_INVENTORY,A,873.7848,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.778858 +00:00,2025-01-06 08:45:58.778858 +00:00,Y
c7f83e3d16789f702e705e6ef391569f,2024-10-31 23:59:59.000000 +00:00,WPP_3116196,USD,ENDING_INVENTORY,B,1101.6351,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.778862 +00:00,2025-01-06 08:45:58.778863 +00:00,Y
8dc758becfcf6e1f430d6d7ed2c10b92,2024-10-31 23:59:59.000000 +00:00,WPP_3116194,USD,ENDING_INVENTORY,A,517.2503,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.778867 +00:00,2025-01-06 08:45:58.778868 +00:00,Y
38c59ff40bedfa6179c089dd90862a8b,2024-10-31 23:59:59.000000 +00:00,WPP_3116194,USD,ENDING_INVENTORY,B,1084.6146,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.778872 +00:00,2025-01-06 08:45:58.778872 +00:00,Y
d1cdd3e5a21c9003a3bb4b501b14a0c4,2024-10-31 23:59:59.000000 +00:00,WPP_3116193,USD,ENDING_INVENTORY,A,504.5164,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.778878 +00:00,2025-01-06 08:45:58.778879 +00:00,Y
e4808f5c36b9bcde791d221e519eec9c,2024-10-31 23:59:59.000000 +00:00,WPP_3116193,USD,ENDING_INVENTORY,B,908.4821,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.778892 +00:00,2025-01-06 08:45:58.778892 +00:00,Y
13a07f515be57a34e42ba893af80040e,2024-10-31 23:59:59.000000 +00:00,WPP_3116192,USD,ENDING_INVENTORY,A,1099.0118,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.778896 +00:00,2025-01-06 08:45:58.778897 +00:00,Y
f8dccfa84416f5300dc4a9b6b9e078fd,2024-10-31 23:59:59.000000 +00:00,WPP_3116192,USD,ENDING_INVENTORY,B,553.4478,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.778901 +00:00,2025-01-06 08:45:58.778901 +00:00,Y
6807b139562ae129ec0da6ae61a719a5,2024-10-31 23:59:59.000000 +00:00,WPP_3116191,USD,ENDING_INVENTORY,A,650.3511,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.778909 +00:00,2025-01-06 08:45:58.778910 +00:00,Y
8e49f9ed9c14ccc604354efa8d70129b,2024-10-31 23:59:59.000000 +00:00,WPP_3116191,USD,ENDING_INVENTORY,B,1010.0339,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.778914 +00:00,2025-01-06 08:45:58.778914 +00:00,Y
e7904749ce4908437a5c3324e86bedb6,2024-10-31 23:59:59.000000 +00:00,WPP_3116183,USD,ENDING_INVENTORY,A,1022.9870,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.778919 +00:00,2025-01-06 08:45:58.778919 +00:00,Y
237741221398ae51ef62e1e7a82ba14e,2024-10-31 23:59:59.000000 +00:00,WPP_3116183,USD,ENDING_INVENTORY,B,519.0298,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.778924 +00:00,2025-01-06 08:45:58.778924 +00:00,Y
3c8493c3772dc0c7cebf630b4d3a7097,2024-10-31 23:59:59.000000 +00:00,WPP_3116178,USD,ENDING_INVENTORY,A,1033.8990,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.778928 +00:00,2025-01-06 08:45:58.778929 +00:00,Y
a8323bd88d26e765bd0ae81567a8a06f,2024-10-31 23:59:59.000000 +00:00,WPP_3116178,USD,ENDING_INVENTORY,B,957.3337,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.778933 +00:00,2025-01-06 08:45:58.778933 +00:00,Y
e18cd893348cd8c8cb5d9d9fe1cacec1,2024-10-31 23:59:59.000000 +00:00,WPP_3116176,USD,ENDING_INVENTORY,A,991.1994,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.778938 +00:00,2025-01-06 08:45:58.778938 +00:00,Y
11be74fa91d257e188f08c41f56779d8,2024-10-31 23:59:59.000000 +00:00,WPP_3116176,USD,ENDING_INVENTORY,B,965.4382,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.778946 +00:00,2025-01-06 08:45:58.778947 +00:00,Y
d75880713b0e53dd2f563b8c4da89fed,2024-10-31 23:59:59.000000 +00:00,WPP_3116175,USD,ENDING_INVENTORY,A,836.2959,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.778952 +00:00,2025-01-06 08:45:58.778952 +00:00,Y
b0d087f348de879015f82bf2c3426d8e,2024-10-31 23:59:59.000000 +00:00,WPP_3116175,USD,ENDING_INVENTORY,B,656.6500,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.778956 +00:00,2025-01-06 08:45:58.778957 +00:00,Y
9b9f8e629c138786c67da7d6f42e4632,2024-10-31 23:59:59.000000 +00:00,WPP_3116174,USD,ENDING_INVENTORY,A,681.7299,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.778962 +00:00,2025-01-06 08:45:58.778962 +00:00,Y
375e59e6eafaff1f3ff8b4c692274ed2,2024-10-31 23:59:59.000000 +00:00,WPP_3116174,USD,ENDING_INVENTORY,B,1179.0993,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.778967 +00:00,2025-01-06 08:45:58.778967 +00:00,Y
89a117aacf7328fbbaf0ad18d09bfc70,2024-10-31 23:59:59.000000 +00:00,WPP_3116172,USD,ENDING_INVENTORY,A,1030.4403,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.778972 +00:00,2025-01-06 08:45:58.778972 +00:00,Y
6023210f852307ef2585fd7ff5aa9638,2024-10-31 23:59:59.000000 +00:00,WPP_3116172,USD,ENDING_INVENTORY,B,1072.8173,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.778976 +00:00,2025-01-06 08:45:58.778978 +00:00,Y
f2540c6e6eb9d1f60e0208be19dca8df,2024-10-31 23:59:59.000000 +00:00,WPP_3116168,USD,ENDING_INVENTORY,A,568.6085,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.778983 +00:00,2025-01-06 08:45:58.778984 +00:00,Y
64654707dfefc13c116497755034f84d,2024-10-31 23:59:59.000000 +00:00,WPP_3116168,USD,ENDING_INVENTORY,B,604.2780,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.778992 +00:00,2025-01-06 08:45:58.778993 +00:00,Y
7b6eea0c1b641f6830c5729aee3e13b9,2024-10-31 23:59:59.000000 +00:00,WPP_3115287,USD,ENDING_INVENTORY,A,833.9826,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.778997 +00:00,2025-01-06 08:45:58.778998 +00:00,Y
09fcbe2e8b35f987496e563395ec0658,2024-10-31 23:59:59.000000 +00:00,WPP_3115287,USD,ENDING_INVENTORY,B,1031.1374,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.779002 +00:00,2025-01-06 08:45:58.779003 +00:00,Y
0836cf4bcfa1c2bedde11318dde374a1,2024-10-31 23:59:59.000000 +00:00,WPP_3117012,USD,ENDING_INVENTORY,A,1024.9555,MONTHLY,기말재고 갱신,2025-01-06 08:45:58.779007 +00:00,2025-01-06 08:45:58.779008 +00:00,Y
